,x,Ny,Nci,Ry,Rci
1159,0.0018044524762377279,0.05302282273460161,0.0021599191879456787,0.05040392672082966,0.002552965002253335
1160,0.013875358429214835,0.057627323140256925,0.002313862622364199,0.05163328794886672,0.002111853840281943
1161,0.025946264382191053,0.0612284144744965,0.0031965853074754796,0.053629154885394624,0.002210586213219053
1162,0.03801717033516727,0.06333956262264452,0.003402165313663553,0.047507918949163945,0.002910780656556742
1163,0.05008807628814349,0.06082440551140335,0.002664184282694243,0.03917918178619206,0.0017118537290632153
1164,0.06215898224111971,0.05638289857206271,0.0023562017207159566,0.03830859238539465,0.0020099987535473593
1165,0.07422988819409593,0.0642703582562844,0.0030319726244867843,0.059017617361862416,0.004140840461455007
1166,0.08630079414707303,0.09902342416288137,0.00892186186825193,0.13525835044886678,0.01087971298529971
1167,0.09837170010005014,0.11663669225227424,0.00804459901875723,0.1528098736353946,0.011099490747292575
1168,0.11044260605302636,0.10901413446101148,0.00385758059437385,0.12795966616119214,0.0068979365179815495
1169,0.12251351200600258,0.09246250706708921,0.0023679148800490836,0.101602045933291,0.004622553103431244
1170,0.1345844179589788,0.07853992429402028,0.0019382118810340565,0.08776312363539465,0.0032201684248001705
1171,0.14665532391195502,0.07251774491759842,0.0012670259717227161,0.07381850669886678,0.0035792755683426475
1172,0.15872622986493212,0.06880858948115355,0.0006367259560811955,0.07105300991119212,0.0034901305598786622
1173,0.17079713581790923,0.06607677335062404,0.001116528106171417,0.06499845176039462,0.0016780664317422637
1174,0.18286804177088545,0.060057027936466244,0.0015632093679538548,0.06380328402852908,0.0014797352484225872
1175,0.19493894772386167,0.058285377124209004,0.0011368603863392834,0.06162922053646562,0.0007273827635603105
1176,0.20700985367683788,0.05451188039024463,0.0026789969617501143,0.06157577611685228,0.001445165348763315
1177,0.2190807596298141,0.05109884781909579,0.0015876668566479017,0.053619728661192086,0.0008361965265890346
1178,0.23115166558279032,0.04909756262264461,0.001692039283116008,0.052800474504719544,0.0009868578655994793
1179,0.24322257153576743,0.05006600906854165,0.0016676647859123549,0.05078117051039459,0.0010596316214164063
1180,0.25529347748874454,0.05096646347080948,0.000883879542103384,0.05185320466344974,0.0015906504102878437
1181,0.26736438344172075,0.049085673733755705,0.0006071391004804564,0.048995253039929285,0.0015505544201684326
1182,0.279435289394697,0.04890659781909574,0.0006435660057012516,0.047237025536192113,0.0005207074819645977
1183,0.2915061953476732,0.052179544104126147,0.0012137986483606773,0.04809329990154495,0.0005373199670826641
1184,0.3035771013006494,0.049583262208426404,0.0011248691606074626,0.04707851426039463,0.0006866122191768214
1185,0.3156480072536265,0.0504601747421726,0.0008318914511571596,0.048565014187259205,0.0012725159537094728
1186,0.3277189132066036,0.05110309965968162,0.0008258761699553766,0.05267472866119223,0.0010637257867387782
1187,0.33978981915957984,0.051523134461011574,0.0008960296745893065,0.04908905303992921,0.001264687839160576
1188,0.35186072511255606,0.051472395955977975,0.0006928882435448012,0.05042187133011635,0.000952897542436749
1189,0.3639316310655323,0.05296304410412614,0.0005945828104218958,0.047793141171386215,0.0007480785018426739
1190,0.3760025370185085,0.054931040126788074,0.0006537418275058859,0.04915577988539463,0.0010074430208156307
1191,0.3880734429714847,0.05092253493569896,0.001413563998867072,0.05479319741119211,0.0013599757897550006
1192,0.4001443489244618,0.046425660143076954,0.0012426670896688932,0.051495772323866755,0.0008915860668344755
1193,0.41221525487743893,0.05174823548363604,0.0011763230530157096,0.04896015488539464,0.0005525191595898108
1194,0.42428616083041515,0.054629895955977954,0.0010375597570615824,0.052485172917418,0.0007228733857605944
1195,0.43635706678339137,0.05039559310043916,0.0014776697308674363,0.048670982441227494,0.0008382536208563618
1196,0.4484279727363676,0.049005348691183254,0.0010814964381128866,0.04912207158744958,0.0008870951569510011
1197,0.4604988786893438,0.04771952806760521,0.000879645682559702,0.053353256698866695,0.0009857728514118943
1198,0.47256978464232,0.044151197747787016,0.0003853327585507001,0.05357158561583074,0.0010427942163908385
1199,0.48464069059529713,0.044561333841179857,0.0006619271185346944,0.04690459238539463,0.0017173013723588814
1200,0.49671159654827424,0.04661847003005203,0.0008385956918864867,0.05052880678619216,0.001147006320649192
1201,0.5087825025012505,0.04689800906854174,0.0005743412106446363,0.0494972681555132,0.0009755611930617713
1202,0.5208534084542267,0.04806737712420891,0.0013005620798794226,0.04988157611685222,0.0010364878487610185
1203,0.5329243144072029,0.048373607662971725,0.0004962939961791639,0.04875441101265613,0.0009352961478459178
1204,0.5449952203601791,0.04936184781909577,0.000783812719358451,0.050868982441227596,0.001014532523654996
1205,0.5570661263131562,0.05211134040042241,0.0005607689674895674,0.0483437331259111,0.001870294237079703
1206,0.5691370322661333,0.04919800706708908,0.0008029687102522635,0.04991190307614814,0.0014326246377742414
1207,0.5812079382191095,0.04602205898931349,0.0010942424941836006,0.04892304593329101,0.00046937197911977056
1208,0.5932788441720858,0.04442452558560751,0.0009050691122026512,0.046874391501467674,0.00031469815841260896
1209,0.605349750125062,0.04488161704986493,0.0006873653672685199,0.045462494286192145,0.0007379763996450624
1210,0.6174206560780382,0.048158303363385356,0.0015808310606447986,0.0467319830103947,0.001105970239195823
1211,0.6294915620310144,0.04621375311751714,0.0019268801935335596,0.04856812529837031,0.0011622366573888028
1212,0.6415624679839915,0.04469138628063411,0.0015623601317477302,0.050505347520592596,0.0008351239208090715
1213,0.6536333739369686,0.04772874780782987,0.0011305555580543257,0.04536434534762153,0.0012423398303253543
1214,0.6657042798899448,0.04471575448269948,0.0008781908916399712,0.046451884911192114,0.0014251303983520065
1215,0.6777751858429211,0.044847991119876814,0.0007308784842665106,0.04844642688567195,0.0010389882100942257
1216,0.6898460917958973,0.044898210770792785,0.0009258085528296209,0.046740451760394694,0.0009391907142934514
1217,0.7019169977488735,0.046053463203711016,0.0018732707984121459,0.04770487133011639,0.000835241823840725
1218,0.7139879037018506,0.0443642848448668,0.0023585645729946995,0.051230975448866733,0.000470098658159442
1219,0.7260588096548277,0.0456161671745131,0.0020778909285297863,0.04870221004898803,0.0006290402975769211
1220,0.7381297156078039,0.04761859397420216,0.0019089045189683805,0.04915814117138624,0.0005529797920419994
1221,0.7502006215607802,0.045089301652510815,0.001354055280739595,0.04667904593329103,0.0010216571428862827
1222,0.7622715275137564,0.04250885891894093,0.0013488561060004895,0.04266590488539457,0.0009072589233293698
1223,0.7743424334667326,0.040463639268024924,0.0018075490716180868,0.04563704875763753,0.0008742617098150308
1224,0.7864133394197088,0.046791848822322124,0.001073092461341838,0.04618653799678306,0.0011126273227745525
1225,0.7984842453726859,0.04757021077079279,0.0012774803437923506,0.05122306113539467,0.0007993295629493079
1226,0.810555151325663,0.04666511704986488,0.0018559476686228827,0.046980395139640224,0.0008096799783722134
1227,0.8226260572786392,0.04562408039024458,0.0011127993121491833,0.047851982441227514,0.0007801470090774378
1228,0.8346969632316155,0.04695744303080588,0.001325492079579955,0.04858042543360337,0.0011029772314723775
1229,0.8467678691845917,0.046081339388359954,0.0009101883852200332,0.046131897323866855,0.000751182997008814
1230,0.8588387751375679,0.04760337743745952,0.0009397726326046519,0.048411093552338656,0.0006270136686687189
1231,0.8709096810905441,0.04900575710252095,0.0015675600195482072,0.048404686135394545,0.00085072497792131
1232,0.8829805870435212,0.047974525585607546,0.0017841850716046577,0.04617146303619213,0.0009028126246977998
1233,0.8950514929964983,0.04524826632634834,0.002145956864820411,0.04967555386979892,0.0006792060846496672
1234,0.9071223989494746,0.04734005935755724,0.0019181066930606008,0.052675560732236844,0.001073236561456668
1235,0.9191933049024508,0.04631086220842634,0.0012303452455632322,0.05804298244122754,0.001162139763546888
1236,0.931264210855427,0.04364933938835994,0.0012801466832472787,0.060834315774560874,0.001818363301171431
1237,0.9433351168084032,0.0407159902006172,0.0016556039290883378,0.07124336389514195,0.003606553195261956
1238,0.9554060227613803,0.049450544104126117,0.0031756642551916455,0.09413677609202119,0.005765228928721247
1239,0.9674769287143574,0.05023028540440785,0.0031831342981402484,0.10980328380916,0.00875154926889042
1240,0.9795478346673336,0.045566062622644544,0.002351007819176606,0.1269064745047196,0.011932229457337615
1241,0.9916187406203099,0.04394716957703915,0.0016175329143631124,0.13825523640948148,0.012733153607325047
1242,1.003689646573286,0.04545236755910774,0.0014758640207584214,0.14055297927975727,0.013522486066189504
1243,1.0157605525262623,0.05105564865599468,0.001812478594896751,0.14412474434598943,0.014436493460562038
1244,1.0278314584792385,0.04815056262264464,0.0021362716807555313,0.13456456919886683,0.013798454097570153
1245,1.0399023644322156,0.04779159397420211,0.0015929068143003924,0.12754434238539467,0.012450324593960284
1246,1.0519732703851927,0.04476418844496376,0.0018239770494210108,0.12260618178619218,0.01134806687291679
1247,1.064044176338169,0.04434980593469158,0.0020994454550666516,0.11622593482217992,0.010391699439757958
1248,1.0761150822911452,0.04492398089779394,0.0011732953650073934,0.11474362363539456,0.009821750055306977
1249,1.0881859882441214,0.041727395955977936,0.0008368056770724671,0.11235118879043388,0.007830684168932907
1250,1.1002568941970976,0.04307083925722103,0.0011152419373288002,0.11091075669886676,0.005959330543643882
1251,1.1123278001500747,0.048236667174513144,0.001350998352521534,0.11772653312591097,0.004965996594887785
1252,1.1243987061030518,0.04919521077079271,0.0006825798109842279,0.11931361736186245,0.006094318943332443
1253,1.136469612056028,0.049940040126788,0.0013841990920055163,0.12108739513964024,0.008394453220484587
1254,1.1485405180090043,0.04842298854857062,0.001315809314267231,0.12550499863539463,0.009542828969033438
1255,1.1606114239619805,0.053512189481153674,0.0007447961620979314,0.12641336607386677,0.010368413409730387
1256,1.1726823299149567,0.05232898243448032,0.0006799030047488123,0.12584771303619213,0.010829554090444312
1257,1.184753235867933,0.048973562622644684,0.0005693578408160741,0.11876379551039459,0.010160062059965001
1258,1.19682414182091,0.04913321320371107,0.0006967824839762552,0.11195437926662435,0.008971487274668398
1259,1.2088950477738871,0.046225716753880826,0.0015229323227570026,0.1084433475205926,0.008948216549835037
1260,1.2209659537268633,0.05282211817820016,0.001106161868194803,0.10786674527446004,0.007723703473140134
1261,1.2330368596798396,0.05282317474217261,0.0013124825788853162,0.10337998244122754,0.007776728838883594
1262,1.2451077656328158,0.048750210770792744,0.0017709295824287327,0.10067747450471957,0.00805363601962892
1263,1.257178671585792,0.048293500507846567,0.001186874384541036,0.10198745176039462,0.007709832325170021
1264,1.2692495775387682,0.05336342416288132,0.0013263060058896134,0.0978642840285291,0.007515352387344589
1265,1.2813204834917453,0.0516576224072278,0.0008396490344340246,0.09400121497142969,0.006411080758562168
1266,1.2933913894447224,0.0507431366967187,0.0013690507025475778,0.09499206180630683,0.006443490751851693
1267,1.3054622953976986,0.051545972601358285,0.0009603426058683994,0.09963631577456075,0.006541281453729802
1268,1.3175332013506749,0.04881650919968063,0.0009363877818628412,0.09625607676039469,0.007023795055873152
1269,1.329604107303651,0.05442240529495681,0.0008939968249094573,0.09277058803619215,0.005610508157918746
1270,1.3416750132566273,0.059652315322661395,0.0016388534936755295,0.08688612529837043,0.005807257542097181
1271,1.3537459192096044,0.05969309965968161,0.003089807454535287,0.0896151145783907,0.004496774861108858
1272,1.3658168251625815,0.06016838642703224,0.0036346557668228774,0.08885310942535449,0.003766708359191106
1273,1.3778877311155577,0.060077282784586405,0.002732568166606885,0.08973417291741798,0.0029441035010335493
1274,1.389958637068534,0.06214026220842635,0.0027938175959314167,0.0902548254336034,0.0034256638265727215
1275,1.4020295430215102,0.06661855935755723,0.0035482228840145306,0.08831955386979892,0.004152779347419765
1276,1.4141004489744864,0.06497002558560755,0.003761293067786431,0.08913349107386676,0.0034660422584025944
1277,1.4261713549274626,0.06212387699307007,0.003284538081283408,0.08876174863539471,0.0029307334957617763
1278,1.4382422608804397,0.05735931532266135,0.003646553067827046,0.09021542688567197,0.00340554742011385
1279,1.4503131668334168,0.06290422928931129,0.004340057255149507,0.0894588536611921,0.003076212053106633
1280,1.462384072786393,0.06572094397294181,0.004923065375553753,0.0889629673853946,0.002718530966333265
1281,1.4744549787393693,0.060755284844866905,0.0061625053936144505,0.08687045982386675,0.004120418671050284
1282,1.4865258846923455,0.06550153493569903,0.005913545142194151,0.09031726815551319,0.002871935399223285
1283,1.4985967906453217,0.06744927089601876,0.005406323853415864,0.0880259638951418,0.003211314541952659
1284,1.5106676965982988,0.06853743299301503,0.005783412872575322,0.08519347450471955,0.005041227286611515
1285,1.522738602551276,0.06873681108647309,0.005595347380037298,0.08933115704440212,0.004553619476970641
1286,1.5348095085042521,0.07057013926802497,0.007125195663982967,0.08701654534762152,0.00463038838934408
1287,1.5468804144572283,0.06930458467137882,0.008539057407160988,0.08964358561583075,0.0042524439460409355
1288,1.5589513204102046,0.07076919774778705,0.00887277716966118,0.08687743178619209,0.004660462549854287
1289,1.5710222263631808,0.07836652558560749,0.007985158142451975,0.08210860801039474,0.005860991921226224
1290,1.583093132316157,0.07836844495229102,0.007062211945679386,0.08797147450471962,0.005297300763010142
1291,1.595164038269134,0.07763061284212662,0.008717154523310454,0.08538118879043383,0.00643434162819169
1292,1.6072349442221112,0.07735032052043535,0.010309579937033686,0.08478886648658117,0.005302704063504818
1293,1.6193058501750874,0.08511347003005197,0.009763489628173097,0.08550215704440219,0.0065341937760931635
1294,1.6313767561280637,0.08469104667543242,0.009880564776550048,0.08252287363539466,0.006514063158112168
1295,1.6434476620810399,0.08504324504873732,0.010657309512660173,0.0828154427586878,0.006344824841166536
1296,1.655518568034016,0.09058974780782976,0.010734164765580171,0.08628122053646561,0.0065729207731446086
1297,1.6675894739869923,0.09116271320371101,0.010130143352158259,0.08444765436536907,0.007180429513969756
1298,1.6796603799399694,0.09017306220842636,0.010987344003849538,0.08716464910789415,0.006182675015653511
1299,1.6917312858929465,0.09657251850250395,0.011167305647754276,0.09003604593329098,0.005687606276945611
1300,1.7038021918459227,0.09787707523741647,0.011802424666325369,0.08657656113539464,0.006816836973825229
1301,1.715873097798899,0.10109387743745947,0.012721989458955814,0.09253271259995766,0.007179889172504205
1302,1.7279440037518752,0.09884253068742667,0.012960664875719972,0.09054971029609898,0.006784782461234004
1303,1.7400149097048514,0.10285039595597796,0.013516776448844688,0.09445968613539463,0.007155355230770742
1304,1.7520858156578285,0.10569165521523723,0.01428674491422999,0.09681344275868789,0.008245566793734943
1305,1.7641567216108056,0.11337238628063424,0.014413789951747647,0.10306766498091001,0.0075611854036380394
1306,1.7762276275637818,0.11981062584479,0.013827257386428532,0.10275468697206494,0.007378472072309635
1307,1.788298533516758,0.12285105935755719,0.014293050949658897,0.10893852232386675,0.009084201564112679
1308,1.8003694394697343,0.13511465521523727,0.014804874018798911,0.11089134752059257,0.009110549922564635
1309,1.8124403454227105,0.14685330165251087,0.014851973947031319,0.11735745176039475,0.008292641324769893
1310,1.8245112513756867,0.16264680593469155,0.013739396977101961,0.12803479196503706,0.009238806804117044
1311,1.8365821573286638,0.17555630336338535,0.012485631097592445,0.13511613491119212,0.009958245947875189
1312,1.848653063281641,0.18835467901100142,0.01233016161756494,0.1481127330103946,0.011192937655404134
1313,1.8607239692346171,0.21449331095533422,0.012984771304699425,0.16752685044886675,0.011989438523284867
1314,1.8727948751875934,0.2339811301374762,0.015379137684610885,0.1880706014888465,0.01383587585865962
1315,1.8848657811405696,0.2563240255856076,0.018129819999699474,0.2042483423853947,0.015396688945577403
1316,1.8969366870935458,0.28563510340816434,0.020814096375715484,0.2338278067861921,0.01770347085696231
1317,1.909007593046523,0.31142086769024674,0.024928213282189516,0.2539026014888465,0.019562377792729138
1318,1.9210784989995,0.3407006577865435,0.027582879561308057,0.2741308222706984,0.021615390260932326
1319,1.9331494049524762,0.35011115070911464,0.03007547525084742,0.29276803006027524,0.02357875520186883
1320,1.9452203109054524,0.37117997003005215,0.030354923696472406,0.3065588849111921,0.023685915908980552
1321,1.9572912168584287,0.3964178203892963,0.030731899974661785,0.3192303580103946,0.02435327988058628
1322,1.9693621228114049,0.41140044495229094,0.03093689486360407,0.33462771259995766,0.02488512235767388
1323,1.981433028764381,0.42075463669671864,0.029580197869678422,0.34053634534762145,0.02482428344945244
1324,1.9935039347173582,0.42714130935755723,0.025865369853685885,0.3378870300602751,0.02305053253912072
1325,2.0055748406703344,0.4341248774374595,0.022097385771266312,0.33640754116119215,0.020382420769244854
1326,2.0176457466233106,0.43467138948115347,0.01804156744710141,0.33327112363539463,0.018047757824061466
1327,2.0297166525762886,0.429587386280634,0.015174595322281737,0.33055604593329113,0.016281099581327993
1328,2.041787558529265,0.4310699885485705,0.014107638022598894,0.3261758035738668,0.013794378347169829
1329,2.053858464482241,0.42677615551140335,0.014772628400576122,0.3155342869720649,0.011501573116504264
1330,2.0659293704352173,0.4238488622084263,0.015061797426512038,0.3115562522824971,0.009890057202787282
1331,2.0780002763881935,0.4189387167468506,0.016976222965527102,0.3030218237110688,0.00825209330018143
1332,2.0900711823411697,0.4193574241628813,0.01854700839512671,0.29265871738539473,0.007611381681327993
1333,2.102142088294146,0.40624895151153334,0.021610254170895904,0.2904521729174181,0.00892534113724874
1334,2.114212994247124,0.3940206486559945,0.022335912867290916,0.28474080260379125,0.008686278296809777
1335,2.1262839002001,0.393538235483636,0.024249675996261946,0.2752489830103946,0.009288967409612275
1336,2.1383548061530764,0.3836649431619448,0.025559686766827776,0.26795068085392587,0.011460634920784482
1337,2.1504257121060526,0.38125489586099454,0.023743192536145718,0.2605682205364656,0.012178632041952155
1338,2.162496618059029,0.37300671675388086,0.023761059877135993,0.2587426548853946,0.012711876317135279
1339,2.174567524012005,0.36178347146383166,0.023271661284328747,0.2541668949114836,0.012190767371659254
1340,2.1866384299649813,0.3515474430308059,0.022338947499138378,0.2504329030761482,0.011797850124836657
1341,2.1987093359179593,0.3435141884449636,0.022251954846381202,0.24523301426039468,0.011848310463696787
1342,2.2107802418709355,0.32708253493569905,0.02331413468177136,0.23512993482217984,0.011375795678289809
1343,2.2228511478239117,0.3173566883138247,0.022176097037620756,0.231155619286192,0.01165856657751206
1344,2.234922053776888,0.3105533582562844,0.02057759507379268,0.22918209919377525,0.012044880112870996
1345,2.246992959729864,0.30013945151153354,0.019615914439340486,0.21879783958408466,0.011365604014520796
1346,2.2590638656828403,0.2925255684232757,0.017970898454613783,0.21523633164757672,0.010363092880763904
1347,2.2711347716358166,0.2856797107707929,0.017014446856795803,0.21127699863539467,0.00932571129857315
1348,2.2832056775887946,0.27695682038929637,0.016808905736776517,0.20495507241119212,0.008978952008710942
1349,2.2952765835417708,0.2727390931004391,0.016427165201019937,0.2022013191988668,0.00917076223854752
1350,2.307347489494747,0.2633773589189409,0.015027688382916097,0.19649151426039474,0.007990053739701049
1351,2.319418395447723,0.25139179012678803,0.014226118897129393,0.19170258561583067,0.007186241664925573
1352,2.3314893014006994,0.24557317373375576,0.013465266993534626,0.18479150235668035,0.007197172677924868
1353,2.3435602073536757,0.23848783384117986,0.013052469042349331,0.182020172917418,0.007066063811243947
1354,2.355631113306652,0.2313774430308059,0.011702115195287044,0.17587528402852912,0.008068974507307898
1355,2.36770201925963,0.23089030336338537,0.01153182909865771,0.16987786842454455,0.008274172984479924
1356,2.379772925212606,0.22885422618081275,0.012073202285904092,0.16656029990154503,0.007661869746992511
1357,2.3918438311655823,0.21958752815691393,0.01148300700992703,0.16455277553619213,0.007187317081382709
1358,2.4039147371185585,0.21876492429402025,0.010402358651168609,0.1653864830103946,0.007250511401153397
1359,2.4159856430715347,0.20828517887986245,0.011062777794259626,0.16272245863170376,0.0082671334080536
1360,2.4280565490245127,0.20524847003005206,0.010310660326266872,0.16842874107386674,0.009633952833619652
1361,2.440127454977489,0.19919840791525398,0.012242541672319831,0.1698661236353947,0.009983139476696507
1362,2.452198360930465,0.20228459397420212,0.01191794602748256,0.17476569741119213,0.01057612662467449
1363,2.4642692668834414,0.19715767901100145,0.013844534965107545,0.17388568085392594,0.013438863314502501
1364,2.4763401728364176,0.19680991447449644,0.014588693071428406,0.18301187363539465,0.01602171320866217
1365,2.488411078789394,0.1938102688976546,0.015061326332465853,0.1923750379488668,0.01921106462140874
